invoice_number,vendor,amount,date,file_path,days_overdue,duplicate_count,department,payment_term,label
4042,Edwards-Scott,14606.74,2024-05-11,data/invoices/INV-04042.pdf,5,1,HR,Net 30,0
7179,"Hale, Myers and Larson",107858.48,2024-04-07,data/invoices/INV-07179.pdf,0,5,HR,Net 60,1
2898,"Kelley, Nguyen and Vang",6609.94,2024-01-19,data/invoices/INV-02898.pdf,3,1,IT,Net 30,0
367,Lopez-Martinez,13612.16,2024-06-24,data/invoices/INV-00367.pdf,11,1,IT,Net 15,0
850,Torres-Pope,7396.09,2024-02-06,data/invoices/INV-00850.pdf,2,1,Marketing,Immediate,0
7441,"Mullen, Brewer and Hernandez",107823.86,2023-06-11,data/invoices/INV-07441.pdf,1,4,IT,Net 30,1
9455,Atkins PLC,64553.36,2023-07-22,data/invoices/INV-09455.pdf,3,3,IT,Net 90,1
4302,Kerr-Evans,14983.55,2023-06-11,data/invoices/INV-04302.pdf,5,1,Operations,Immediate,0
2654,Burgess-Thompson,21529.78,2023-10-06,data/invoices/INV-02654.pdf,0,1,Marketing,Net 15,0
3504,"Stanley, Tucker and Lee",9147.48,2023-03-07,data/invoices/INV-03504.pdf,5,1,HR,Net 90,0
1542,Jones Inc,20541.47,2023-10-03,data/invoices/INV-01542.pdf,6,1,Legal,Immediate,0
4166,Walker Ltd,4174.63,2024-05-22,data/invoices/INV-04166.pdf,8,1,IT,Immediate,0
8867,Robertson-Hays,97942.05,2023-10-14,data/invoices/INV-08867.pdf,2,3,Marketing,Net 30,1
323,"Wood, Tran and Cooper",18460.19,2024-02-17,data/invoices/INV-00323.pdf,11,1,IT,Immediate,0
2032,"Thomas, Lee and Greene",11743.27,2023-08-15,data/invoices/INV-02032.pdf,5,1,Marketing,Net 60,0
814,"Thomas, Murray and King",20336.04,2023-06-30,data/invoices/INV-00814.pdf,13,1,Operations,Net 60,0
8940,King-York,121076.75,2024-06-07,data/invoices/INV-08940.pdf,1,5,Legal,Net 30,1
9376,Johnson-Wood,140624.18,2024-02-06,data/invoices/INV-09376.pdf,2,4,Marketing,Net 15,1
1080,Cook-Hines,6847.47,2023-02-11,data/invoices/INV-01080.pdf,4,1,IT,Net 15,0
2227,Price LLC,8816.35,2024-06-12,data/invoices/INV-02227.pdf,15,1,Legal,Net 15,0
9137,Acosta Inc,114348.73,2023-12-06,data/invoices/INV-09137.pdf,3,4,Marketing,Net 15,1
9532,Lee-Cooke,69507.89,2023-04-29,data/invoices/INV-09532.pdf,3,5,Marketing,Net 30,1
2706,Sanders-Espinoza,12913.97,2023-08-18,data/invoices/INV-02706.pdf,9,1,IT,Immediate,0
6825,Stein-Silva,24781.05,2023-07-13,data/invoices/INV-06825.pdf,3,1,Admin,Net 15,0
7557,Graham Group,107748.09,2023-02-14,data/invoices/INV-07557.pdf,3,2,IT,Net 90,1
1165,Jones PLC,21305.67,2023-04-27,data/invoices/INV-01165.pdf,13,1,Operations,Net 30,0
3262,"Schmidt, Hansen and Stewart",17331.65,2023-01-05,data/invoices/INV-03262.pdf,15,1,Finance,Net 30,0
4688,Good-Hodges,4761.54,2023-09-10,data/invoices/INV-04688.pdf,12,1,Marketing,Net 30,0
1451,"Dyer, Potter and Mack",4223.93,2023-03-28,data/invoices/INV-01451.pdf,9,1,Operations,Net 15,0
3863,"Brown, Harris and Dougherty",15577.16,2024-02-21,data/invoices/INV-03863.pdf,0,1,Admin,Net 90,0
6104,"Johnson, Miller and King",19837.47,2023-03-28,data/invoices/INV-06104.pdf,8,1,Legal,Net 15,0
9216,"Huang, Cole and Pacheco",60624.71,2024-02-20,data/invoices/INV-09216.pdf,2,4,Finance,Net 60,1
7121,Brown-Copeland,147874.31,2023-07-12,data/invoices/INV-07121.pdf,1,3,IT,Immediate,1
6399,Salazar-Ball,7205.62,2023-12-26,data/invoices/INV-06399.pdf,13,1,Operations,Immediate,0
9589,Atkins PLC,113855.52,2023-12-10,data/invoices/INV-09589.pdf,0,5,HR,Net 60,1
6215,Patton-Jenkins,19884.3,2024-04-22,data/invoices/INV-06215.pdf,1,1,Legal,Net 60,0
9646,"Hicks, Bullock and Bailey",138746.98,2024-01-12,data/invoices/INV-09646.pdf,0,3,IT,Net 15,1
5337,"Reyes, Chase and Jenkins",15713.73,2024-03-16,data/invoices/INV-05337.pdf,6,1,Legal,Immediate,0
4057,Walsh LLC,8130.94,2023-05-19,data/invoices/INV-04057.pdf,9,1,IT,Net 90,0
9512,"Hicks, Bullock and Bailey",78383.54,2024-02-25,data/invoices/INV-09512.pdf,3,3,IT,Net 60,1
3000,"Hoffman, Santiago and Jenkins",11959.19,2024-06-25,data/invoices/INV-03000.pdf,3,1,Legal,Net 15,0
9025,Roberts-Sullivan,123182.3,2023-11-28,data/invoices/INV-09025.pdf,1,3,IT,Net 30,1
1232,Schmitt PLC,15395.71,2023-11-17,data/invoices/INV-01232.pdf,10,1,Admin,Net 15,0
1515,Rodriguez LLC,18742.14,2023-12-03,data/invoices/INV-01515.pdf,4,1,Finance,Net 90,0
2314,"Watson, Anderson and Brown",3462.69,2024-04-27,data/invoices/INV-02314.pdf,7,1,Legal,Immediate,0
1452,"Lucas, Parker and Alexander",6524.26,2023-02-12,data/invoices/INV-01452.pdf,14,1,Marketing,Net 15,0
5268,"Rodriguez, Figueroa and Sanchez",23125.93,2023-10-02,data/invoices/INV-05268.pdf,9,1,Finance,Net 30,0
6132,"Romero, Gonzalez and Brooks",6080.39,2023-11-23,data/invoices/INV-06132.pdf,6,1,Finance,Net 60,0
8532,"Richardson, Edwards and Ramirez",115845.54,2024-05-10,data/invoices/INV-08532.pdf,1,3,HR,Net 30,1
6465,Burton Ltd,20769.09,2024-03-04,data/invoices/INV-06465.pdf,2,1,Finance,Net 60,0
839,"Walker, Hernandez and Baker",8190.65,2024-03-16,data/invoices/INV-00839.pdf,9,1,Marketing,Net 60,0
9916,"Huang, Cole and Pacheco",67158.12,2024-03-15,data/invoices/INV-09916.pdf,0,4,HR,Net 30,1
8262,Combs Ltd,91917.98,2024-01-12,data/invoices/INV-08262.pdf,1,4,IT,Net 90,1
6415,"Mcclure, Ward and Lee",6932.12,2023-07-18,data/invoices/INV-06415.pdf,2,1,Marketing,Net 60,0
8505,Lowery-Kennedy,123603.47,2024-01-01,data/invoices/INV-08505.pdf,0,2,Marketing,Net 15,1
3568,"Pierce, Bell and Chavez",23864.02,2024-05-08,data/invoices/INV-03568.pdf,15,1,Operations,Net 30,0
9265,Roberts-Sullivan,83902.01,2024-01-27,data/invoices/INV-09265.pdf,3,2,HR,Immediate,1
3088,Bell-Lane,3026.44,2024-06-04,data/invoices/INV-03088.pdf,1,1,Operations,Immediate,0
8644,Thompson-James,50851.94,2023-08-01,data/invoices/INV-08644.pdf,1,4,Finance,Net 15,1
1715,Hernandez Ltd,10231.05,2024-03-07,data/invoices/INV-01715.pdf,7,1,Legal,Net 30,0
340,Gray-Mayo,5614.34,2023-09-10,data/invoices/INV-00340.pdf,8,1,Marketing,Net 90,0
9564,"Rosales, Mitchell and Hines",58427.86,2023-03-30,data/invoices/INV-09564.pdf,0,2,Admin,Net 60,1
5943,"Fisher, Wilson and Brown",1215.56,2024-06-01,data/invoices/INV-05943.pdf,0,1,Operations,Net 15,0
9870,"Downs, Morris and Maddox",136807.9,2023-02-04,data/invoices/INV-09870.pdf,2,4,Operations,Net 60,1
8103,Morgan-Lopez,124166.6,2024-05-08,data/invoices/INV-08103.pdf,0,5,Marketing,Net 90,1
8489,Lee-Cooke,99481.08,2024-02-12,data/invoices/INV-08489.pdf,0,2,Operations,Immediate,1
589,"Tapia, Vaughn and Lee",6429.81,2023-10-03,data/invoices/INV-00589.pdf,1,1,HR,Net 30,0
3366,Estrada-Nolan,13759.09,2023-08-19,data/invoices/INV-03366.pdf,7,1,Finance,Net 60,0
2671,"Branch, Torres and Oliver",15357.68,2023-12-30,data/invoices/INV-02671.pdf,15,1,IT,Immediate,0
3590,"Evans, Stewart and Walton",1938.03,2024-02-14,data/invoices/INV-03590.pdf,9,1,Marketing,Net 15,0
35,Nolan-Flynn,21732.08,2023-02-25,data/invoices/INV-00035.pdf,3,1,IT,Immediate,0
29,Manning Group,3904.1,2023-08-19,data/invoices/INV-00029.pdf,2,1,Finance,Net 30,0
8554,"Jimenez, Glass and Stone",74548.01,2023-11-27,data/invoices/INV-08554.pdf,0,3,Finance,Immediate,1
8118,"Jimenez, Glass and Stone",46832.85,2024-06-28,data/invoices/INV-08118.pdf,2,4,Marketing,Net 90,1
2171,Arnold and Sons,8665.68,2024-01-07,data/invoices/INV-02171.pdf,3,1,Legal,Net 90,0
8378,Cisneros and Sons,137883.89,2023-03-18,data/invoices/INV-08378.pdf,3,6,IT,Net 30,1
5621,Jones Inc,22366.27,2024-03-28,data/invoices/INV-05621.pdf,15,1,Operations,Net 30,0
890,Moore Group,7149.85,2023-11-04,data/invoices/INV-00890.pdf,2,1,Marketing,Immediate,0
6490,"Smith, Gilmore and Johnston",3924.63,2023-07-25,data/invoices/INV-06490.pdf,11,1,Legal,Net 60,0
3323,Moon-White,3375.39,2023-06-25,data/invoices/INV-03323.pdf,2,1,Finance,Net 15,0
9397,"Hale, Myers and Larson",107478.92,2023-07-20,data/invoices/INV-09397.pdf,1,3,IT,Immediate,1
3515,Warner-Gibson,6287.49,2024-04-10,data/invoices/INV-03515.pdf,5,1,HR,Net 30,0
4421,Moore-Collins,24998.17,2023-11-01,data/invoices/INV-04421.pdf,1,1,IT,Net 90,0
8352,"Gregory, Kim and Martinez",129688.55,2023-04-01,data/invoices/INV-08352.pdf,0,2,HR,Net 90,1
5362,"Newton, Moore and Perry",20609.71,2023-11-24,data/invoices/INV-05362.pdf,13,1,Admin,Net 60,0
3734,"Ramirez, Strickland and Washington",23132.5,2023-04-04,data/invoices/INV-03734.pdf,5,1,Admin,Immediate,0
9464,Young-Allen,119722.58,2023-06-17,data/invoices/INV-09464.pdf,3,5,Marketing,Net 60,1
7082,"Conner, Li and Santiago",87801.47,2023-10-22,data/invoices/INV-07082.pdf,0,4,Operations,Immediate,1
1655,Hernandez PLC,21740.0,2023-09-11,data/invoices/INV-01655.pdf,13,1,HR,Immediate,0
5033,"Lee, Horton and Snyder",10290.94,2023-11-01,data/invoices/INV-05033.pdf,10,1,Admin,Immediate,0
224,"Guzman, Hoffman and Baldwin",13646.42,2023-11-12,data/invoices/INV-00224.pdf,1,1,HR,Immediate,0
8626,Hughes Inc,55228.37,2024-01-21,data/invoices/INV-08626.pdf,1,6,Finance,Net 60,1
6195,Hickman Ltd,19649.59,2024-04-15,data/invoices/INV-06195.pdf,13,1,Marketing,Net 30,0
1591,"Ross, Robinson and Bright",16602.35,2024-03-20,data/invoices/INV-01591.pdf,4,1,Legal,Immediate,0
5983,Doyle Ltd,8200.6,2024-04-07,data/invoices/INV-05983.pdf,15,1,Operations,Net 90,0
3257,Howard-Jordan,19871.23,2023-03-02,data/invoices/INV-03257.pdf,2,1,IT,Net 15,0
6681,"Lee, Horton and Snyder",9981.75,2023-07-05,data/invoices/INV-06681.pdf,8,1,Marketing,Net 15,0
4771,Brown-Wall,2597.02,2023-07-31,data/invoices/INV-04771.pdf,6,1,Marketing,Immediate,0
2182,Rodriguez LLC,24753.12,2023-07-01,data/invoices/INV-02182.pdf,14,1,Marketing,Net 30,0
6804,"Walker, Hernandez and Baker",23752.61,2024-01-08,data/invoices/INV-06804.pdf,3,1,Legal,Net 90,0
4914,"Martinez, Richardson and Curry",20326.22,2023-08-14,data/invoices/INV-04914.pdf,15,1,Marketing,Net 15,0
6787,Miller-Wright,23510.04,2023-03-14,data/invoices/INV-06787.pdf,6,1,Admin,Net 90,0
4790,"Duran, Obrien and Gibbs",19608.83,2023-12-22,data/invoices/INV-04790.pdf,7,1,HR,Net 15,0
1210,"Suarez, Shields and Hill",14740.93,2024-05-15,data/invoices/INV-01210.pdf,3,1,Legal,Net 60,0
422,Schroeder-Kramer,13019.03,2023-12-21,data/invoices/INV-00422.pdf,1,1,IT,Immediate,0
8741,"Lamb, Martin and Kim",60634.56,2024-04-09,data/invoices/INV-08741.pdf,0,6,Operations,Net 60,1
1707,Martinez-Dudley,22434.82,2023-11-05,data/invoices/INV-01707.pdf,9,1,Finance,Net 30,0
1159,Harvey PLC,13710.7,2023-03-20,data/invoices/INV-01159.pdf,6,1,Admin,Net 60,0
2307,"Mckee, Gardner and Davenport",18317.14,2023-11-04,data/invoices/INV-02307.pdf,0,1,IT,Net 90,0
274,Davis Ltd,16256.1,2024-01-18,data/invoices/INV-00274.pdf,8,1,Legal,Net 30,0
172,Figueroa PLC,16334.53,2024-03-10,data/invoices/INV-00172.pdf,8,1,Operations,Net 90,0
3957,Freeman-Chang,7794.74,2023-04-06,data/invoices/INV-03957.pdf,13,1,Finance,Net 60,0
6697,"Washington, Hardy and Bray",18221.39,2023-07-26,data/invoices/INV-06697.pdf,4,1,Admin,Net 15,0
3189,"Arroyo, Miller and Tucker",8332.07,2024-01-12,data/invoices/INV-03189.pdf,9,1,Legal,Immediate,0
8133,King-York,56582.24,2024-01-04,data/invoices/INV-08133.pdf,0,4,Legal,Net 60,1
4809,Stafford Inc,11981.83,2023-01-23,data/invoices/INV-04809.pdf,13,1,Marketing,Net 30,0
8084,Kelly-Norman,117409.06,2023-10-28,data/invoices/INV-08084.pdf,2,5,Legal,Net 30,1
1565,"Alvarez, Joseph and West",16903.41,2023-09-04,data/invoices/INV-01565.pdf,7,1,HR,Net 60,0
1783,Miller Ltd,6084.91,2024-04-10,data/invoices/INV-01783.pdf,12,1,IT,Net 60,0
844,Gray Group,16285.43,2024-04-08,data/invoices/INV-00844.pdf,8,1,Legal,Net 15,0
9346,Combs Ltd,130374.3,2024-01-11,data/invoices/INV-09346.pdf,0,6,HR,Net 90,1
4462,Burton Ltd,12396.14,2023-01-06,data/invoices/INV-04462.pdf,12,1,HR,Net 60,0
905,Kane PLC,19472.35,2023-06-23,data/invoices/INV-00905.pdf,11,1,Marketing,Immediate,0
5912,Estrada-Nolan,6792.1,2024-05-22,data/invoices/INV-05912.pdf,5,1,Marketing,Net 30,0
9951,Harper and Sons,75230.91,2023-12-31,data/invoices/INV-09951.pdf,1,5,Admin,Immediate,1
9298,"Hartman, Romero and Smith",111017.38,2023-02-18,data/invoices/INV-09298.pdf,3,2,Marketing,Immediate,1
1548,Freeman-Chang,24590.73,2024-02-23,data/invoices/INV-01548.pdf,14,1,Legal,Net 15,0
2081,Smith-Bowen,5272.3,2024-01-10,data/invoices/INV-02081.pdf,14,1,Admin,Net 90,0
9882,Brown Group,57804.12,2024-02-15,data/invoices/INV-09882.pdf,0,6,IT,Net 90,1
3986,"Hurst, Freeman and Nelson",9720.18,2024-03-14,data/invoices/INV-03986.pdf,1,1,Finance,Net 30,0
6390,"Romero, Gonzalez and Brooks",20978.78,2023-11-29,data/invoices/INV-06390.pdf,8,1,Finance,Net 15,0
7580,Roberts-Sullivan,48986.31,2024-02-26,data/invoices/INV-07580.pdf,0,3,Marketing,Net 90,1
9246,Ford-Spencer,42325.87,2023-12-12,data/invoices/INV-09246.pdf,0,5,Admin,Net 90,1
6568,Johnson-Doyle,19963.55,2024-04-05,data/invoices/INV-06568.pdf,13,1,Finance,Net 90,0
8207,"Valentine, Joyce and Murray",112368.34,2023-03-05,data/invoices/INV-08207.pdf,3,3,Legal,Net 60,1
3821,Donovan-Harris,24422.75,2023-06-08,data/invoices/INV-03821.pdf,4,1,HR,Net 15,0
2647,Arnold and Sons,21904.21,2023-07-10,data/invoices/INV-02647.pdf,7,1,Operations,Net 90,0
4455,Chandler-Edwards,16771.82,2023-12-13,data/invoices/INV-04455.pdf,9,1,Finance,Net 60,0
7160,"Hall, Hansen and Barnett",76928.67,2023-11-05,data/invoices/INV-07160.pdf,0,6,Marketing,Net 60,1
8222,Moody-Taylor,56018.82,2024-03-25,data/invoices/INV-08222.pdf,1,4,Legal,Net 30,1
8597,Paul-Kline,62116.6,2023-09-15,data/invoices/INV-08597.pdf,3,5,Operations,Net 60,1
9590,Combs Ltd,111960.9,2024-03-09,data/invoices/INV-09590.pdf,2,6,IT,Net 90,1
6072,"Edwards, Baker and Anderson",17820.71,2023-03-25,data/invoices/INV-06072.pdf,13,1,Finance,Immediate,0
2156,"Burns, Hernandez and Ryan",1121.23,2023-08-01,data/invoices/INV-02156.pdf,0,1,Admin,Immediate,0
6713,Gonzalez Group,5330.34,2023-12-22,data/invoices/INV-06713.pdf,2,1,Operations,Net 90,0
3716,"Schmidt, Hansen and Stewart",1720.6,2023-04-09,data/invoices/INV-03716.pdf,15,1,HR,Net 60,0
4058,Gomez-Jenkins,2334.67,2023-07-07,data/invoices/INV-04058.pdf,7,1,Finance,Net 60,0
5953,Burgess-Thompson,18906.7,2024-05-29,data/invoices/INV-05953.pdf,8,1,Finance,Net 90,0
3103,Novak and Sons,8599.98,2023-06-26,data/invoices/INV-03103.pdf,1,1,Finance,Net 15,0
559,Ramirez Group,23444.94,2023-06-27,data/invoices/INV-00559.pdf,5,1,HR,Net 15,0
4611,Novak PLC,15939.69,2024-05-06,data/invoices/INV-04611.pdf,14,1,HR,Immediate,0
6979,Bruce-Gonzalez,7653.56,2024-01-21,data/invoices/INV-06979.pdf,2,1,Finance,Net 60,0
1437,"Hoffman, Santiago and Jenkins",21229.15,2023-04-14,data/invoices/INV-01437.pdf,0,1,Admin,Net 60,0
508,Garcia-Smith,7292.45,2023-02-10,data/invoices/INV-00508.pdf,1,1,Admin,Immediate,0
1870,Kerr-Evans,12947.97,2023-09-08,data/invoices/INV-01870.pdf,13,1,Finance,Net 60,0
756,"Branch, Torres and Oliver",13348.99,2023-10-15,data/invoices/INV-00756.pdf,6,1,HR,Net 60,0
5420,"Guzman, Hoffman and Baldwin",10838.62,2023-07-16,data/invoices/INV-05420.pdf,1,1,Finance,Immediate,0
4051,Duran LLC,18904.86,2023-03-28,data/invoices/INV-04051.pdf,4,1,HR,Immediate,0
8090,"Miller, Lucas and Williams",50393.95,2023-02-28,data/invoices/INV-08090.pdf,0,5,HR,Net 90,1
3837,Stafford Inc,18726.16,2023-03-18,data/invoices/INV-03837.pdf,0,1,Finance,Net 60,0
2119,Perez Inc,16921.75,2023-02-25,data/invoices/INV-02119.pdf,2,1,Finance,Net 60,0
6153,Bailey-Cook,23039.84,2023-12-15,data/invoices/INV-06153.pdf,8,1,Operations,Net 30,0
7809,Roberts-Sullivan,110503.46,2024-03-17,data/invoices/INV-07809.pdf,0,4,Admin,Net 30,1
502,Gonzales-Harrison,19695.27,2023-01-28,data/invoices/INV-00502.pdf,9,1,HR,Net 15,0
6260,Galloway-Wyatt,1519.94,2023-11-14,data/invoices/INV-06260.pdf,15,1,Admin,Net 30,0
9744,Walker-Flores,68891.46,2024-05-04,data/invoices/INV-09744.pdf,0,6,IT,Immediate,1
1540,Mcdaniel Group,7068.91,2023-11-06,data/invoices/INV-01540.pdf,12,1,Marketing,Net 90,0
6142,"Ramos, Nelson and Fischer",9371.38,2023-06-03,data/invoices/INV-06142.pdf,3,1,IT,Net 30,0
1212,Estrada-Nolan,24266.27,2023-07-26,data/invoices/INV-01212.pdf,15,1,Legal,Net 30,0
9123,"Conner, Li and Santiago",52589.96,2024-02-01,data/invoices/INV-09123.pdf,2,2,Admin,Net 30,1
673,"Tran, Jordan and Williams",2796.77,2024-05-18,data/invoices/INV-00673.pdf,10,1,HR,Net 90,0
3378,"Mckee, Gardner and Davenport",6750.34,2023-05-02,data/invoices/INV-03378.pdf,8,1,HR,Immediate,0
8784,Dixon Inc,137482.38,2024-06-24,data/invoices/INV-08784.pdf,2,2,Admin,Immediate,1
1465,Meadows PLC,21470.66,2023-01-31,data/invoices/INV-01465.pdf,11,1,HR,Net 15,0
1193,"Washington, Hardy and Bray",10183.19,2023-12-01,data/invoices/INV-01193.pdf,4,1,Finance,Net 15,0
6985,Baird-Sanchez,16984.63,2023-05-03,data/invoices/INV-06985.pdf,4,1,Operations,Net 15,0
1873,Hughes-Alvarado,10384.63,2024-03-03,data/invoices/INV-01873.pdf,8,1,Finance,Net 60,0
3591,Bailey-Cook,1433.88,2023-07-03,data/invoices/INV-03591.pdf,8,1,Marketing,Net 90,0
6727,Castaneda-Rodriguez,1079.34,2024-03-15,data/invoices/INV-06727.pdf,10,1,Marketing,Immediate,0
506,"Beltran, Lozano and Mcgee",21659.54,2024-03-06,data/invoices/INV-00506.pdf,11,1,Marketing,Net 60,0
8119,Lowery-Kennedy,123876.94,2024-03-28,data/invoices/INV-08119.pdf,3,6,Finance,Net 90,1
507,"Wilson, Pena and Rich",23906.87,2023-03-16,data/invoices/INV-00507.pdf,0,1,Marketing,Net 30,0
9450,Collins Group,74490.55,2023-01-01,data/invoices/INV-09450.pdf,3,2,Finance,Net 30,1
7132,Berry-Mckinney,57417.25,2023-10-24,data/invoices/INV-07132.pdf,3,3,IT,Net 90,1
4808,"Martinez, Richardson and Curry",11799.37,2023-09-22,data/invoices/INV-04808.pdf,14,1,IT,Immediate,0
7304,Dixon Inc,111798.09,2024-05-21,data/invoices/INV-07304.pdf,1,3,HR,Net 90,1
1774,Miller Ltd,17714.71,2023-06-20,data/invoices/INV-01774.pdf,12,1,HR,Net 90,0
6855,Jones-Soto,16291.41,2024-03-28,data/invoices/INV-06855.pdf,8,1,Marketing,Net 90,0
4907,Wilson-Jones,22623.22,2023-02-15,data/invoices/INV-04907.pdf,10,1,Legal,Net 15,0
798,Baxter Inc,17168.75,2023-12-17,data/invoices/INV-00798.pdf,2,1,Marketing,Net 60,0
8786,Jones-Hensley,46239.96,2024-06-07,data/invoices/INV-08786.pdf,0,4,Marketing,Net 30,1
7071,Burch-Montoya,111714.02,2023-07-25,data/invoices/INV-07071.pdf,3,3,Legal,Net 30,1
2830,"Avery, Horton and Fernandez",4353.1,2023-08-14,data/invoices/INV-02830.pdf,2,1,Marketing,Net 60,0
9320,Blackwell LLC,70413.13,2023-11-14,data/invoices/INV-09320.pdf,1,6,Legal,Net 60,1
8738,Carlson-Smith,108239.03,2023-07-05,data/invoices/INV-08738.pdf,0,5,Admin,Net 15,1
313,"Mcclain, Miller and Henderson",12622.03,2023-07-28,data/invoices/INV-00313.pdf,10,1,Marketing,Net 60,0
747,"Tran, Jordan and Williams",19172.95,2023-05-24,data/invoices/INV-00747.pdf,14,1,HR,Net 60,0
3570,Ruiz Ltd,3410.83,2023-09-30,data/invoices/INV-03570.pdf,7,1,Admin,Net 30,0
791,Hoover-Campbell,7266.58,2024-02-21,data/invoices/INV-00791.pdf,3,1,Marketing,Net 30,0
2477,"Graham, Olsen and Costa",8784.83,2024-02-17,data/invoices/INV-02477.pdf,14,1,Admin,Immediate,0
9326,Acosta Inc,128383.23,2023-09-12,data/invoices/INV-09326.pdf,1,2,Legal,Net 30,1
2571,Lam LLC,2991.15,2023-04-07,data/invoices/INV-02571.pdf,14,1,Operations,Net 90,0
5287,Harrell LLC,9654.86,2023-01-06,data/invoices/INV-05287.pdf,7,1,Marketing,Net 60,0
5216,Warner-Gibson,13627.65,2023-03-02,data/invoices/INV-05216.pdf,0,1,IT,Net 15,0
2164,"Smith, Montoya and Evans",5981.23,2024-06-26,data/invoices/INV-02164.pdf,11,1,Finance,Net 90,0
6578,Chambers and Sons,14807.83,2024-02-15,data/invoices/INV-06578.pdf,13,1,HR,Net 15,0
8450,Robertson-Hays,47610.81,2023-10-15,data/invoices/INV-08450.pdf,3,6,Operations,Net 90,1
381,Webster Inc,20427.48,2024-03-05,data/invoices/INV-00381.pdf,0,1,HR,Net 60,0
8509,Cook and Sons,59640.07,2023-03-21,data/invoices/INV-08509.pdf,3,6,Finance,Net 60,1
1293,Figueroa PLC,4566.56,2023-05-11,data/invoices/INV-01293.pdf,9,1,Admin,Net 60,0
1913,Erickson and Sons,12027.56,2023-05-24,data/invoices/INV-01913.pdf,8,1,Admin,Net 90,0
600,"Williams, Logan and Camacho",21819.41,2023-12-19,data/invoices/INV-00600.pdf,13,1,Finance,Immediate,0
3893,Brock-Mcdonald,2427.99,2024-03-16,data/invoices/INV-03893.pdf,13,1,Operations,Immediate,0
4142,Rodriguez-Graham,19527.92,2023-09-06,data/invoices/INV-04142.pdf,15,1,Admin,Immediate,0
1653,Walker LLC,12524.63,2023-10-16,data/invoices/INV-01653.pdf,15,1,IT,Immediate,0
5225,"Becker, Taylor and Davis",9626.22,2024-01-13,data/invoices/INV-05225.pdf,1,1,Admin,Net 90,0
1894,Dickson-Brady,10670.61,2023-01-07,data/invoices/INV-01894.pdf,14,1,Admin,Net 15,0
1945,Johnston-Hines,2098.71,2023-01-16,data/invoices/INV-01945.pdf,7,1,Admin,Net 30,0
3396,Wilson-Jones,8674.93,2023-07-19,data/invoices/INV-03396.pdf,3,1,Operations,Net 30,0
5480,"Wood, Tran and Cooper",8936.82,2024-03-23,data/invoices/INV-05480.pdf,6,1,HR,Net 90,0
9770,Robertson-Hays,143044.97,2023-11-22,data/invoices/INV-09770.pdf,1,2,Admin,Net 90,1
376,Anderson Group,21870.89,2024-01-22,data/invoices/INV-00376.pdf,12,1,IT,Net 15,0
1967,Jones-Young,3983.35,2023-11-25,data/invoices/INV-01967.pdf,8,1,Admin,Net 60,0
3958,"Jackson, Miller and Robertson",18169.99,2024-02-03,data/invoices/INV-03958.pdf,11,1,Finance,Net 90,0
7136,Cook and Sons,113765.57,2024-06-02,data/invoices/INV-07136.pdf,2,2,Operations,Net 90,1
7479,"Bentley, Lynch and Henderson",121728.7,2023-02-09,data/invoices/INV-07479.pdf,1,4,Operations,Net 30,1
4506,"Mcclure, Ward and Lee",17435.56,2023-10-03,data/invoices/INV-04506.pdf,4,1,IT,Net 60,0
9581,"Jimenez, Glass and Stone",88324.86,2024-05-23,data/invoices/INV-09581.pdf,0,2,Operations,Net 30,1
5289,Ryan PLC,10540.79,2023-06-04,data/invoices/INV-05289.pdf,11,1,Finance,Net 60,0
1472,Baird-Sanchez,5263.27,2024-05-15,data/invoices/INV-01472.pdf,0,1,HR,Net 60,0
3347,George Group,3863.96,2023-01-30,data/invoices/INV-03347.pdf,8,1,HR,Net 15,0
6254,Crosby-Ramirez,19425.48,2023-07-21,data/invoices/INV-06254.pdf,14,1,Marketing,Net 90,0
2854,Novak and Sons,4396.02,2024-02-14,data/invoices/INV-02854.pdf,9,1,Legal,Net 60,0
8989,Thompson-James,86371.92,2023-11-10,data/invoices/INV-08989.pdf,1,4,Legal,Net 30,1
9776,Kelly-Norman,133127.11,2023-05-29,data/invoices/INV-09776.pdf,0,2,Operations,Net 30,1
6460,Bright-Francis,15386.9,2024-01-07,data/invoices/INV-06460.pdf,10,1,Operations,Net 30,0
4063,Ross LLC,16070.74,2023-01-03,data/invoices/INV-04063.pdf,14,1,Marketing,Immediate,0
5864,Good-Hodges,3883.51,2023-07-05,data/invoices/INV-05864.pdf,4,1,IT,Net 15,0
4307,"Hall, Baker and Moody",22854.52,2023-08-23,data/invoices/INV-04307.pdf,0,1,Finance,Immediate,0
4878,Gray Group,10042.96,2023-12-20,data/invoices/INV-04878.pdf,5,1,HR,Net 15,0
7250,"Brown, Romero and Collins",138558.6,2023-01-12,data/invoices/INV-07250.pdf,0,4,Operations,Immediate,1
5274,"Daniels, Adkins and Brown",15006.57,2024-01-29,data/invoices/INV-05274.pdf,12,1,Finance,Net 60,0
3991,"Brown, Harris and Dougherty",22869.39,2023-10-15,data/invoices/INV-03991.pdf,2,1,Marketing,Net 30,0
1050,Perez Inc,10023.0,2023-07-09,data/invoices/INV-01050.pdf,3,1,Legal,Net 60,0
6176,Hernandez PLC,14433.91,2023-01-27,data/invoices/INV-06176.pdf,3,1,IT,Net 60,0
6927,Walker LLC,19033.02,2023-09-19,data/invoices/INV-06927.pdf,8,1,Marketing,Net 30,0
